id,amount,merchant,description,category,region,date
EXP006152,363.34,PG&E #1062,AUTOPAY DEBIT,utilities,NJ,2025-05-14
EXP007279,249.15,Health Clinic #5764,Health PURCHASE,healthcare,MA,2025-06-22
EXP005519,18.91,Kroger NJ,GROCERY,groceries,TX,2025-03-22
EXP001266,354.67,POS AMZN.COM/BILL6210,WEB PURCHASE POS,shopping,WA,2025-07-18
EXP003146,9.17,Disney+,SUBSCRIPTION,entertainment,MA,2025-05-24
EXP004532,1497.86,Microsoft Store #6315,Microsoft PURCHASE,technology,NY,2025-03-09
EXP001808,265.19,Amazon IL,MKTPLACE,shopping,NY,2025-01-21
EXP006704,60.25,AMZ NMKTPdUS Comcast #3034,UTILITY BILL POS,utilities,CA,2025-07-12
EXP003482,11.15,YouTube Premium MA,FEE ONLINE,entertainment,NJ,2025-07-28
EXP004002,1146.44,Google Play #3968,ELECTRONICS,technology,IL,2025-01-15
EXP003981,16.75,Netflix,STREAMING,entertainment,MA,2025-09-16
EXP006875,317.73,DTE Energy,SERVICE CHARGE,utilities,CA,2025-06-18
EXP004977,1194.43,CREDIT Apple Store,DEVICE,technology,NY,2025-01-22
EXP007026,465.44,POS Walgreens,POS CHARGE,healthcare,TX,2025-08-12
EXP001982,123.29,eBay,RETAIL,shopping,NY,2025-07-16
EXP000747,49.09,jFCn#4089,MOBILE ORDER DEBIT,food,TX,2025-04-29
EXP002074,51.65,Lyft,FUEL CHARGE,transport,MA,2025-08-31
EXP006520,203.89,Verizon #3067,UTILITY BILL,utilities,FL,2025-01-07
EXP007133,83.07,Rite Aid,CLINIC ONLINE,healthcare,MA,2025-07-20
EXP003458,5.86,Netflix,STREAMING POS,entertainment,WA,2025-02-03
EXP000840,58.33,KFC #9317,POS PURCHASE DEBIT,food,WA,2025-09-24
EXP003411,5.86,CREDIT YouTube Premium #4439,CREDIT CHARGE,entertainment,WA,2025-03-06
EXP006231,314.93,CRDI PG&E,BILL PAYMENT,utilities,CA,2025-05-09
EXP003194,18.43,POS Netflix,MONTHLY SUBSCRIPTION AUTO-PAY,entertainment,CA,2025-05-22
EXP001607,289.93,Amazon CA,Amazon CHARGE,shopping,TX,2025-08-05
EXP005713,226.18,Safeway #7614,DELI,groceries,NJ,2025-09-08
EXP007228,381.29,Walgreens #1116,Walgreens CHARGE,healthcare,NY,2025-10-07
EXP002980,84.78,Exxon MA,GASOLINE,transport,NY,2025-09-06
EXP005934,210.23,Kroger #4708,DELI,groceries,TX,2025-04-13
EXP000705,9.9,Subway #1671,Subway CHARGE,food,MA,2024-11-15
EXP004236,1195.97,Dell,ELECTRONICS POS,technology,NJ,2025-10-28
EXP000717,20.77,ACH Dominos MA,COFFEE,food,MA,2025-07-09
EXP007145,47.84,Health Clini c#580,PHARMACY,healthcare,NJ,2025-05-27
EXP002175,5.93,Taxi Co,Taxi PURCHASE,transport,CA,2025-04-26
EXP007832,206.35,POS Rite Aid #582,PRESCRIPTION,healthcare,WA,2025-10-31
EXP004840,1735.2,Dell #09z,Dell CHARGE,technology,CA,2024-12-07
EXP000148,19.49,STBK #9653,STBK PURCHASE,food,CA,2025-09-03
EXP004908,1390.14,Gogle Paly TX,ELECTRONICS,technology,IL,2025-06-08
EXP005950,33.16,Kroger #7404,DELI,groceries,MA,2025-02-16
EXP007660,14.16,CVS Pharmacy,CVS PURCHASE,healthcare,IL,2025-05-06
EXP000850,14.41,Starbucks,MOBILE ORDER POS,food,CA,2025-09-28
EXP003682,10.95,Spotify #2563,MONTHLY SUBSCRIPTION,entertainment,WA,2024-11-15
EXP005834,121.49,Trader Joe's,INSTORE,groceries,IL,2025-08-13
EXP006954,205.05,PG&E #9516,BILL PAYMENT POS,utilities,WA,2025-06-07
EXP000811,52.04,Burger King,Burger CHARGE,food,CA,2025-10-21
EXP005205,204.94,ACH Krogerf#6854,FRESH POS,groceries,FL,2025-05-04
EXP001008,103.17,POS eBay NJ,ORDER AUTO-PAY,shopping,FL,2025-01-16
EXP005600,133.45,Trader Joe's #39,INSTORE,groceries,CA,2025-06-29
EXP001046,174.16,CAH Target #9443,WEB PURCHASE AUTO-PAY,shopping,FL,2025-10-10
EXP004716,1649.31,Google Play #5536,APP PURCHASE ONLINE,technology,MA,2025-07-24
EXP007340,13.8,Rite Aid PYG638,PRESCRIPTION,healthcare,IL,2025-10-24
EXP004730,148.21,Samsung #7427,DEVICE,technology,NY,2025-01-08
EXP004618,1322.99,Samsung,SOFTWARE,technology,NJ,2024-12-19
EXP002209,71.45,DEBIT Exxon #9323,TOLL,transport,TX,2025-04-18
EXP002733,86.59,DEBIT BP,GASOLINE POS,transport,IL,2025-10-11
EXP005908,180.44,Kroger #2152,INSTORE,groceries,NY,2025-05-19
EXP001827,8.84,Walmart,ORDER ONLINE,shopping,NY,2025-09-05
EXP004126,1151.19,Dell,DEVICE,technology,IL,2025-05-17
EXP004930,833.93,Dell #6001,ELECTRONICS,technology,WA,2025-01-28
EXP007643,410.39,Walgreens #3846,PHARMACY,healthcare,FL,2025-03-16
EXP001941,395.11,Target,Target CHARGE,shopping,NJ,2025-09-02
EXP000454,19.94,McDonalds #7590,POS PURCHASE,food,NJ,2025-10-18
EXP005116,22.34,ONLINE Kroger #6833,DELI,groceries,NJ,2025-04-16
EXP004943,259.28,CREDIT Microsoft Store #9066,CREDIT CHARGE,technology,MA,2025-05-07
EXP000486,24.01,McDonald's #3591,MEAL,food,CA,2025-08-25
EXP002609,27.24,POS Shell #8808,TOLL AUTO-PAY,transport,WA,2025-06-29
EXP006766,29.62,DEBIT AT&T,BILL PAYMENT,utilities,TX,2025-02-25
EXP007761,181.12,Health Clinic ZVEQES,PHARMACY,healthcare,NJ,2025-08-01
EXP007601,273.18,Walgreens #7935,CLINIC AUTO-PAY,healthcare,NJ,2024-11-16
EXP000922,54.87,Subway,MOBILE ORDER,food,IL,2025-06-17
EXP003102,19.45,Netflix #9318,Netflix PURCHASE,entertainment,CA,2024-12-30
EXP002707,22.19,BP #1745,TOLL AUTO-PAY,transport,NJ,2025-04-29
EXP007940,14.4,Health Clinic,HEALTHCARE SERVICE,healthcare,TX,2025-05-16
EXP004713,324.63,Dell,ELECTRONICS AUTO-PAY,technology,MA,2024-12-29
EXP006585,180.68,DTE Energy8#8468,DTE CHARGE,utilities,FL,2025-10-17
EXP001357,7.96,DEBIT Best Buy,ONLINE ORDER,shopping,CA,2025-01-17
EXP007952,198.64,Health Clinic #8019,PRESCRIPTION,healthcare,MA,2025-06-10
EXP001563,168.57,eBay,eBay PURCHASE,shopping,FL,2025-01-30
EXP000403,27.06,Starbucks,Starbucks CHARGE,food,WA,2025-09-23
EXP007104,188.91,Health Clinic MA,PRESCRIPTION POS,healthcare,FL,2024-12-08
EXP006096,38.47,Verizon 4481,AUTOPAY,utilities,FL,2025-07-05
EXP000906,15.78,KFC,MEAL,food,WA,2025-01-03
EXP006467,323.34,DTE Energy,BILL PAYMENT,utilities,NJ,2025-02-20
EXP001544,53.35,Walmart #8890,RETAIL,shopping,FL,2025-01-21
EXP001064,408.72,AMZN MKTP US*3525 #8812,ORDER,shopping,CA,2025-03-16
EXP005669,18.49,Trader Joe's,FRESH AUTO-PAY,groceries,FL,2025-01-29
EXP002153,6.14,POS Exxon,GASOLINE,transport,NY,2024-12-05
EXP002075,27.32,Exxon,FUEL CHARGE,transport,NJ,2025-08-05
EXP000468,51.69,Subway,COFFEE ONLINE,food,IL,2025-07-26
EXP006991,381.53,CERDIT Comcsat,UTILITY BILL,utilities,CA,2025-08-13
EXP001218,270.61,Best Buy,ONLINE ORDER,shopping,IL,2024-12-22
EXP004390,1851.94,Dell,SOFTWARE POS,technology,NJ,2025-04-24
EXP007508,193.53,ONLINE Walgreens #3484,PHARMACY,healthcare,NY,2025-04-16
EXP002737,59.19,Taxi Co,TOLL DEBIT,transport,IL,2025-05-11
EXP005597,181.34,Kroger,SUPERMARKET,groceries,CA,2025-09-21
EXP001559,454.55,Best Buy ZQ4X55,ONLINE ORDER ONLINE,shopping,CA,2025-10-19
EXP002265,32.97,Uber #1187,TRIP,transport,MA,2025-06-15
EXP006650,129.11,DTE Energy #9081,SERVICE CHARGE,utilities,TX,2025-02-16
EXP002448,52.49,Taxi Co #9158,GASOLINE,transport,IL,2025-01-01
EXP007559,49.71,CVS Pharmacy #8919,HEALTHCARE SERVICE AUTO-PAY,healthcare,WA,2025-03-21
EXP001290,134.83,POS Target,ORDER AUTO-PAY,shopping,WA,2025-10-06
EXP004843,269.43,Google Play MA,DEVICE,technology,WA,2025-06-01
EXP003242,5.31,Spo9ify 5697,FEE,entertainment,NJ,2024-11-13
EXP002620,79.07,DEBIT Taxi Co IL,GASOLINE,transport,MA,2025-10-02
EXP005046,69.07,POS Whole Foods #5224,GROCERY AUTO-PAY,groceries,NJ,2025-03-26
EXP000962,24.71,DEBIT McDonald's #6528,POS PURCHASE,food,NJ,2025-09-25
EXP006438,257.67,DTE Energy #9859,UTILITY BILL,utilities,IL,2025-06-21
EXP004583,1636.63,DEBIT Microsoft Store #9867,ELECTRONICS,technology,IL,2025-06-29
EXP003709,11.52,Spotify 7S4G5V,SUBSCRIPTION ONLINE,entertainment,IL,2025-02-01
EXP004078,1412.53,Google Play #7249,DEVICE,technology,MA,2025-04-07
EXP005243,70.72,Aldi,INSTORE,groceries,FL,2025-02-21
EXP003066,7.24,Spotify #865,STREAMING,entertainment,MA,2025-10-05
EXP000332,21.24,Burger King #3676,MEAL,food,CA,2025-05-31
EXP005011,46.37,Trader Joe's NJ,DELI,groceries,NY,2025-07-26
EXP005246,110.97,Trader Joe's,SUPERMARKET POS,groceries,TX,2025-09-12
EXP007479,101.53,CVS Pharmacy #9315,PHARMACY,healthcare,NY,2024-12-31
EXP003106,9.99,YouuTbe Pr8mium #3302,MONTHLY SUBSCRIPTION,entertainment,CA,2025-08-07
EXP002760,20.31,AMZN MKTP US Uber VIMZ5H,RIDE,transport,TX,2024-11-23
EXP006792,284.21,DTE Energy #6530,UTILITY BILL,utilities,WA,2025-01-27
EXP001373,162.73,eBay #6304,ONLINE ORDER ONLINE,shopping,NJ,2024-11-16
EXP003251,16.37,Spotify #9749,STREAMING AUTO-PAY,entertainment,MA,2025-04-18
EXP001694,378.52,Best Buy #9318,ORDER,shopping,TX,2025-02-12
EXP007645,425.18,Health Clinic IL,PRESCRIPTION DEBIT,healthcare,IL,2025-01-01
EXP002149,60.26,AMZN MKTP US Shell #4411,RIDE,transport,CA,2025-10-19
EXP004549,934.77,Dell NY,ELECTRONICS,technology,CA,2025-07-14
EXP004998,1764.04,Samsung MA,DEVICE,technology,NJ,2024-12-10
EXP001837,267.16,AMAOZN.COM*2182 #1563,MKTPLACE,shopping,CA,2025-11-01
EXP004397,826.8,Samsung #8626,DEVICE AUTO-PAY,technology,CA,2025-07-11
EXP006982,75.15,DTE Enegry,AUTOPAY,utilities,MA,2025-10-09
EXP006027,145.45,Comcast,AUTOPAY,utilities,WA,2024-12-15
EXP003815,15.33,ACH Disney+ #6112,ACH CHARGE,entertainment,NJ,2025-05-20
EXP002806,59.31,BP,RIDE,transport,TX,2024-12-21
EXP000479,11.83,McDonald's,INSTORE,food,NJ,2025-10-11
EXP007954,92.01,CREDIT CVS Pharmacy #5926,CREDIT PURCHASE,healthcare,FL,2025-04-03
EXP006042,323.26,DTE Energy,SERVICE CHARGE,utilities,TX,2025-05-16
EXP002832,67.39,bUer #1080,RIDE,transport,TX,2025-08-25
EXP001883,357.0,AMZN MKTP US*9438 #3777,WEB PURCHASE DEBIT,shopping,NY,2024-12-27
EXP004128,10.04,AMZN MKTP US Samsung#7063,DEVICE,technology,TX,2025-01-17
EXP005729,9.04,CREDIT Trader Joe's TX,FRESH ONLINE,groceries,NJ,2025-09-11
EXP004831,1087.48,Google Play #4303,SOFTWARE,technology,NJ,2025-06-29
EXP004829,871.79,Apple Store CA,ELECTRONICS,technology,FL,2025-03-17
EXP002946,68.71,CREDIT Shell #5209,RIDE,transport,IL,2025-09-12
EXP007843,287.14,Health Clinic 5RRG6Y,PRESCRIPTION,healthcare,MA,2025-07-06
EXP001677,115.1,Target,WEB PURCHASE,shopping,NJ,2025-07-23
EXP001737,247.45,AMZN.COM/BILL8607 #5437,ONLINE ORDER,shopping,IL,2025-08-20
EXP006487,329.7,DTE Eergy #2153,DTE PURCHASE,utilities,WA,2025-05-13
EXP007159,30.45,CREDIT Rite Aid,CLINIC,healthcare,NJ,2024-11-11
EXP005509,19.28,Krger #9220,INSTORE,groceries,NY,2024-11-23
EXP007011,203.59,CREDIT Walgreens,CLINIC,healthcare,WA,2025-03-08
EXP003028,8.49,YouTube Premium,MONTHLY SUBSCRIPTION,entertainment,MA,2025-03-21
EXP000700,53.48,McDonalds,MOBILE ORDER,food,FL,2025-01-15
EXP002398,86.09,Shell IL,FUEL CHARGE,transport,NJ,2025-06-27
EXP002774,78.71,AMZN MKTP US BP #7648,AMZN CHARGE,transport,NY,2025-08-07
EXP006917,180.46,ONLINE Verizon,AUTOPAY,utilities,FL,2024-11-22
EXP004493,1130.22,Microsoft Store #1396,ELECTRONICS,technology,TX,2025-01-02
EXP003858,9.69,YouTube Premium MY6MJH,FEE,entertainment,NY,2025-07-25
EXP006794,353.52,PG&E,UTILITY BILL,utilities,NY,2025-09-13
EXP005681,163.36,Kroger #8479,Kroger CHARGE,groceries,IL,2024-12-27
EXP006063,152.33,Comcast #7525,Comcast PURCHASE,utilities,MA,2025-03-12
EXP002087,96.98,BP #8229,RIDE,transport,MA,2024-12-20
EXP004805,1624.94,Microsoft Store #858,DEVICE,technology,MA,2025-03-27
EXP006819,290.18,PGE&,PGE& CHARGE,utilities,NY,2025-02-26
EXP004894,1070.1,POS Microsoft Store,ELECTRONICS,technology,NY,2025-02-24
EXP000817,20.81,ONLINE McDonalds #999,ONLINE PURCHASE,food,WA,2024-11-09
EXP003055,16.48,ACH Disney+ FKO78G,STREAMING,entertainment,MA,2024-11-28
EXP001999,460.96,Walmart #1568,WEB PURCHASE,shopping,MA,2025-08-04
EXP006707,344.21,Verizon #4096,SERVICE CHARGE,utilities,IL,2025-03-26
EXP001838,459.93,AMAZON.COM*8739,AMAZON.COM*8739 CHARGE,shopping,MA,2025-01-09
EXP002299,50.95,Taxi Co #5452,RIDE ONLINE,transport,MA,2025-08-23
EXP004248,947.03,DEBIT Apple Store FL,APP PURCHASE,technology,NY,2024-11-19
EXP003281,19.02,ONLnNE Spotify,STREAMING,entertainment,CA,2025-02-13
EXP004030,1226.34,Google Play,APP PURCHASE,technology,NY,2025-01-05
EXP003180,15.2,Spoify #4229,Spoify PURCHASE,entertainment,CA,2025-08-17
EXP004860,535.75,Apple Store NJ,Apple PURCHASE,technology,NJ,2025-05-03
EXP004728,661.57,DBEIT oGogl Play,DBEIT PURCHASE,technology,CA,2025-03-24
EXP006691,182.58,PG&E #4924,UTILITY BILL DEBIT,utilities,IL,2025-02-08
EXP000740,37.58,POS Subway,POS CHARGE,food,FL,2025-09-25
EXP001109,355.87,AMZN KTP US eBay TX,ONLINE ORDER,shopping,WA,2025-07-03
EXP002873,52.78,Shell #3246,TOLL,transport,NY,2025-07-05
EXP004356,1692.73,Samsung #9268,APP PURCHASE,technology,MA,2025-10-25
EXP007015,364.7,Health Clinic WA,CLINIC POS,healthcare,MA,2025-04-12
EXP003668,6.19,POS Nteflix PBDTG0,SUBSCRIPTION ONLINE,entertainment,FL,2025-06-21
EXP000340,35.17,MCDONALDS #8230,MCDONALDS PURCHASE,food,WA,2025-09-05
EXP007746,47.57,Walgreens,PRESCRIPTION,healthcare,WA,2024-11-11
EXP004511,1532.54,Apple Store #6750,DEVICE,technology,MA,2025-02-02
EXP005104,26.56,POS Kroger #2411,INSTORE,groceries,TX,2024-11-10
EXP002614,24.27,Lyft,GASOLINE,transport,MA,2025-04-08
EXP000647,21.83,McDonyld' s#188,POS PURCHASE,food,IL,2025-01-03
EXP005871,209.02,Safeway,DELI,groceries,TX,2025-10-09
EXP002605,99.58,POS Uber TX,TOLL,transport,IL,2025-05-12
EXP006418,99.96,PG&E #3002,AUTOPAY,utilities,NJ,2025-06-11
EXP003460,9.46,Disney+,STREAMING POS,entertainment,TX,2025-02-15
EXP001151,125.02,Target,RETAIL,shopping,IL,2025-06-13
EXP005039,224.0,POS Tsader Joe's #4844,FRESH,groceries,FL,2025-01-30
EXP002696,55.52,Exxon,FUEL CHARGE,transport,CA,2025-01-18
EXP004309,594.13,Dell 6#052,ELECTRONICS,technology,WA,2025-10-11
EXP006404,147.03,Verizon #6862,Verizon CHARGE,utilities,NY,2025-08-28
EXP004337,728.24,Dell,DEVICE,technology,IL,2025-06-27
EXP005928,112.45,CREDIT Safeway #8059,GROCERY POS,groceries,TX,2024-11-02
EXP007207,377.39,Rite Aid #4294,PHARMACY,healthcare,FL,2025-03-23
EXP000895,4.74,STARBUCKS #5863,POS PURCHASE ONLINE,food,CA,2025-10-12
EXP003200,19.83,Netflix #3604,STREAMING AUTO-PAY,entertainment,MA,2025-07-23
EXP000787,12.47,Burger King #1471,APP PURCHASE,food,WA,2025-10-08
EXP003596,6.29,Netflix #8711,STREAMING,entertainment,WA,2024-12-06
EXP004403,1530.52,ACH Apple Store #2888,ELECTRONICS,technology,WA,2025-05-13
EXP001617,481.15,POS eBay,WEB PURCHASE,shopping,WA,2025-04-10
EXP001346,68.99,POS Best Buy #690,POS PURCHASE,shopping,CA,2024-12-05
EXP000329,53.8,MCDONALDS,APP PURCHASE POS,food,NJ,2025-10-07
EXP005631,242.58,AMZN MKTP US Safeway #1877,INSTORE,groceries,FL,2025-07-02
EXP005790,201.81,Safeway #1734,FRESH DEBIT,groceries,MA,2025-09-11
EXP007478,374.4,Rite Aid,PRESCRIPTION,healthcare,WA,2025-06-01
EXP003836,15.24,ONLINE YouTube Premium,MONTHLY SUBSCRIPTION,entertainment,IL,2025-03-03
EXP007323,152.01,Walgreens #3286,CLINIC,healthcare,CA,2025-07-26
EXP000728,28.18,POS Domi7os g5077,POS PURCHASE,food,FL,2025-06-29
EXP000524,16.49,McDonald's RD399Q,POS PURCHASE,food,TX,2024-11-29
EXP006056,322.98,ONLINE PG&E,SERVICE CHARGE ONLINE,utilities,CA,2025-03-26
EXP006370,306.62,PG&E #4181,SERVICE CHARGE,utilities,CA,2025-04-24
EXP006387,385.4,AT&T #4139,BILL PAYMENT,utilities,NY,2025-09-16
EXP005760,32.07,Trader Joe's,INSTORE,groceries,IL,2024-12-19
EXP004218,1836.0,Google Play #8245,Google CHARGE,technology,NY,2025-10-31
EXP004999,1995.62,Samsung #3421,SOFTWARE,technology,WA,2025-08-20
EXP006014,138.04,Comcast #2675,SERVICE CHARGE,utilities,TX,2025-01-29
EXP002434,83.01,Taxi Co #4974,GASOLINE,transport,CA,2025-06-15
EXP007254,283.64,Health Clinic,CLINIC,healthcare,FL,2025-07-10
EXP005182,146.83,Safeway,DELI,groceries,TX,2025-08-28
EXP001686,466.64,AMZN MKTP US*9568 #8786,ONLINE ORDER,shopping,NY,2025-05-06
EXP001031,30.04,Target #5422,ONLINE ORDER,shopping,NJ,2024-11-25
EXP006073,282.83,GP&t #9006,UTILITY BILL,utilities,CA,2025-03-13
EXP000240,16.98,McDonalds #7533,POS PURCHASE POS,food,CA,2025-01-11
EXP007818,397.8,Walgreens #1107,CLINIC,healthcare,MA,2025-10-31
EXP003167,9.23,YouTube Premium #907,FEE,entertainment,TX,2025-10-28
EXP002257,3.46,BP,RIDE,transport,IL,2025-10-14
EXP003320,6.99,Spotify 1JD7PH,FEE DEBIT,entertainment,NJ,2025-02-06
EXP005838,202.97,Safeway,SUPERMARKET,groceries,WA,2025-07-17
EXP006267,28.78,Comcast#7909,SERVICE CHARGE,utilities,CA,2025-07-21
EXP007912,397.43,CVS Pharmacy #7718,PRESCRIPTION,healthcare,WA,2025-08-29
EXP002962,84.97,Shell WA,GASOLINE,transport,TX,2025-04-06
EXP001909,338.41,Amazon #9051,Amazon CHARGE,shopping,NJ,2025-07-22
EXP002918,52.62,Taxi Co NJ,Taxi CHARGE,transport,IL,2025-01-03
EXP002536,29.57,Lyft #7295,RIDE,transport,WA,2025-04-03
EXP001854,283.63,Best Buy IL,RETAIL,shopping,WA,2025-06-08
EXP007795,390.81,Walgreens X984PA,HEALTHCARE SERVICE,healthcare,NY,2024-12-09
EXP006364,286.48,ACH Comcast,SERVICE CHARGE,utilities,FL,2025-08-18
EXP004315,294.21,CREDIT Microsoft Store,CREDIT PURCHASE,technology,NY,2024-11-17
EXP006833,255.67,DEBIT AT&T #6313,DEBIT PURCHASE,utilities,WA,2025-01-29
EXP007512,366.76,CVS Pwarmacy,CLINIC,healthcare,WA,2025-08-12
EXP004213,201.1,Microsoft Store,APP PURCHASE,technology,NJ,2024-12-20
EXP004378,382.99,Microsoft Store #3801,DEVICE DEBIT,technology,IL,2024-11-22
EXP002065,70.56,Shell,TOLL,transport,WA,2025-02-02
EXP004017,281.9,Google Play,Google CHARGE,technology,IL,2024-12-08
EXP005048,187.12,CREDIT Safeway #8000,CREDIT PURCHASE,groceries,NY,2024-12-29
EXP007036,354.76,Rite Aid YYO83E,Rite PURCHASE,healthcare,TX,2025-06-25
EXP001416,156.84,Target #769,ONLINE ORDER,shopping,FL,2025-01-11
EXP002439,30.69,Uber,TOLL,transport,WA,2025-10-09
EXP006897,328.0,Comcast #8490,SERVICE CHARGE,utilities,MA,2025-07-03
EXP005478,182.98,Safeway,INSTORE,groceries,TX,2025-08-15
EXP005896,84.27,Whole Foods #6742,INSTORE POS,groceries,TX,2025-06-26
EXP004553,561.38,Google Play WA,SOFTWARE,technology,CA,2025-10-31
EXP002117,11.41,Lyft I71YWD,TOLL,transport,IL,2025-06-15
EXP002613,35.19,Lyft 72EQ8A,TRIP,transport,CA,2024-11-05
EXP000168,9.17,Subway MA,MOBILE ORDER POS,food,NY,2025-05-27
EXP004714,64.82,Dell #5221,SOFTWARE,technology,CA,2025-04-27
EXP005215,186.18,CREDIT Aldi #129,INSTORE,groceries,NY,2025-05-15
EXP007270,174.82,POS CVS Pharmacy,CLINIC,healthcare,IL,2025-10-16
EXP001053,67.25,AMZN.COM/BILL2013,WEB PURCHASE,shopping,IL,2025-05-18
EXP005809,43.77,Aldi,FRESH ONLINE,groceries,NY,2025-03-16
EXP002706,75.28,Taxi Co #4706,FUEL CHARGE,transport,FL,2025-07-24
EXP005072,73.53,Kroger CA,DELI,groceries,MA,2025-04-17
EXP005719,202.67,ONLINE Safeway #4990,GROCERY,groceries,MA,2025-04-28
EXP002096,68.73,DEBIT Lyft #207,RIDE,transport,FL,2025-08-27
EXP001697,112.67,ACH Amazon CA,ORDER POS,shopping,TX,2025-02-25
EXP000012,53.24,POS Burger King FL,MEAL DEBIT,food,NJ,2025-06-30
EXP003827,5.55,Disney+ #1552,SUBSCRIPTION DEBIT,entertainment,FL,2025-08-11
EXP005494,187.03,Whole Foods #7693,GROCERY,groceries,CA,2025-07-03
EXP005998,235.14,ONLINE Aldi NY,FRESH,groceries,NJ,2025-05-02
EXP001788,123.8,Target #5910,ORDER DEBIT,shopping,NY,2025-03-08
EXP000432,46.05,DEBIT Starbucks MA,INSTORE,food,NJ,2024-12-17
EXP000537,24.29,KFC #3348,MOBILE ORDER,food,FL,2025-09-23
EXP007380,387.81,Rite Aid,CLINIC ONLINE,healthcare,CA,2025-04-24
EXP000192,55.72,Burger King #1669,MOBILE ORDER,food,IL,2024-11-28
EXP004178,1693.82,Google Play #9910,APP PURCHASE AUTO-PAY,technology,CA,2025-10-31
EXP003813,18.4,POS Netflix,STREAMING,entertainment,NJ,2025-02-01
EXP003358,16.8,Spotify 017FCD,STREAMING,entertainment,FL,2025-02-03
EXP005577,66.73,Whole Foods NY,GROCERY,groceries,WA,2025-01-25
EXP006840,38.72,Comcast,BILL PAYMENT,utilities,NY,2025-06-12
EXP005812,11.88,Aldi #1035,GROCERY ONLINE,groceries,NJ,2024-12-26
EXP006356,83.92,AMZN MKTP US PG&E,SERVICE CHARGE,utilities,FL,2025-08-12
EXP006719,317.85,PG&E #3109,UTILITY BILL,utilities,NJ,2025-03-12
EXP005520,55.89,Safeway #6397,FRESH,groceries,MA,2025-08-11
EXP007053,304.58,AMZN MKTP US CVS Pharmacy NJ,CLINIC,healthcare,CA,2025-05-15
EXP007706,168.51,Rite Aid #5742,CLINIC AUTO-PAY,healthcare,NJ,2024-11-17
EXP001467,392.99,Amazon #3239,WEB PURCHASE,shopping,MA,2025-07-22
EXP007376,120.82,Health Clinic FL,PRESCRIPTION,healthcare,IL,2025-02-14
EXP007456,172.05,CVS Pharacy #1989,PRESCRIPTION,healthcare,IL,2025-10-03
EXP001352,319.23,Target,ONLINE ORDER DEBIT,shopping,CA,2025-03-30
EXP000797,56.39,Starbucks #3688,Starbucks CHARGE,food,MA,2025-06-10
EXP000578,24.96,POS McDonalds WA,MEAL,food,WA,2025-08-27
EXP006965,167.54,Comcast #2432,UTILITY BILL AUTO-PAY,utilities,IL,2025-09-29
EXP005797,227.28,Safeway #2738,Safeway PURCHASE,groceries,NJ,2025-05-30
EXP002088,48.01,DEBIT BP,TOLL,transport,TX,2025-05-18
EXP004996,177.95,Apple Store,ELECTRONICS,technology,IL,2024-11-23
EXP003099,7.78,Spotify 7#789,MONTHLY SUBSCRIPTION AUTO-PAY,entertainment,TX,2024-11-05
EXP007381,455.04,Walgreens #958,PRESCRIPTION AUTO-PAY,healthcare,WA,2025-01-08
EXP004414,847.97,Dell #7881,APP PURCHASE,technology,CA,2025-06-08
EXP002689,41.54,xExon #6p3,GASOLINE,transport,NJ,2024-12-14
EXP002188,51.74,Taxi Co,Taxi PURCHASE,transport,CA,2025-03-08
EXP003697,10.54,AMZN MKTP US Disney+,AMZN CHARGE,entertainment,NY,2025-03-01
EXP006605,179.22,ONLINE DTE Energy,ONLINE CHARGE,utilities,IL,2025-05-03
EXP000793,37.88,POS Burger King #814,MEAL POS,food,NJ,2025-08-20
EXP004262,903.47,POS Apple Store #9494,APP PURCHASE,technology,CA,2025-01-08
EXP000015,13.42,Starbucks,APP PURCHASE,food,FL,2025-10-03
EXP006602,57.85,AMZN MKTP US DTE Energy #8968,AMZN CHARGE,utilities,CA,2025-06-02
EXP005548,201.53,Aldi #5560,GROCERY AUTO-PAY,groceries,IL,2025-10-29
EXP001408,192.1,POS Walmart #3961,ONLINE ORDER,shopping,CA,2025-04-24
EXP001588,467.79,ONLINE Walmart,ONLINE ORDER,shopping,CA,2025-10-21
EXP006417,114.02,AT&T #538,BILL PAYMENT DEBIT,utilities,NY,2025-01-24
EXP000996,8.77,McDonalds #4364,MOBILE ORDER,food,CA,2025-10-14
EXP007244,184.39,CVS Pharmacy #9637,CVS CHARGE,healthcare,TX,2024-11-05
EXP007917,48.32,ACH Walgreens FL,PRESCRIPTION ONLINE,healthcare,FL,2024-12-18
EXP005646,181.67,Aldi MA,SUPERMARKET AUTO-PAY,groceries,FL,2025-04-10
EXP003150,13.11,Netflix,FEE,entertainment,MA,2025-08-25
EXP002196,66.16,ACf Uber,TRIP,transport,WA,2025-01-03
EXP007858,363.81,Rite Aid #5702,PRESCRIPTION,healthcare,FL,2025-09-05
EXP003189,12.72,Netflix #730,FEE,entertainment,WA,2025-03-10
EXP006243,358.41,CREDIT AT&T,UTILITY BILL POS,utilities,WA,2025-04-15
EXP004826,531.76,Samsung #5141,DEVICE,technology,FL,2025-01-15
EXP003751,7.95,Disney+,Disney+ CHARGE,entertainment,TX,2025-02-15
EXP001778,384.73,Best Buy,ONLINE ORDER,shopping,NY,2025-02-03
EXP007901,244.12,Walgreens #6466,PHARMACY,healthcare,NY,2025-09-01
EXP004706,386.36,Apple Store #2998,SOFTWARE ONLINE,technology,WA,2024-12-22
